user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
M1_25.298.filtered	d__Bacteria;p__AABM5-125-24;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__AABM5-125-24;c__;o__;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.38	11	0.41588	classification restricted to valid phylum
M1_25.299.filtered	d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	13.3	11	0.54776	N/A
M1_25.3.filtered	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__	N/A	N/A	N/A	N/A	N/A	GCA_003646875.1	95.0	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__B33-G16 sp003646875	89.19	0.552	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013375385.1, s__B33-G16 sp013375385, 95.0, 78.72, 0.301; GCA_015223015.1, s__B33-G16 sp015223015, 95.0, 78.59, 0.226; GCA_013375335.1, s__B33-G16 sp013375335, 95.0, 77.73, 0.189	73.63	11	0.95826	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.30.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
M1_25.300.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	37.21	11	0.90743	Genome has more than 31.7% of markers with multiple hits
M1_25.301.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.3%)
M1_25.302.filtered	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__JAHJAY01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_018813815.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__JAHJAY01;g__JAHJAY01;s__JAHJAY01 sp018813815	81.99	0.019	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__JAHJAY01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.13	11	0.69365	N/A
M1_25.303.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_25.304.filtered	d__Bacteria;p__Myxococcota;c__Polyangia;o__HGW-17;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Polyangia;o__HGW-17;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	22.26	11	0.66283	N/A
M1_25.305.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.9%)
M1_25.306.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Ch27;g__Ch27;s__	N/A	N/A	N/A	N/A	N/A	GCA_013178165.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Ch27;g__Ch27;s__Ch27 sp013178165	76.36	0.135	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Ch27;g__Ch27;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	25.54	11	0.85734	N/A
M1_25.307.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
M1_25.308.filtered	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_004356105.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__SMYC01;g__SMYC01;s__SMYC01 sp004356105	76.36	0.041	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	11.66	11	0.67502	N/A
M1_25.309.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
M1_25.312.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA12402;f__UBA12402;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001801405.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA12402;f__UBA12402;g__O2-02-FULL-42-9;s__O2-02-FULL-42-9 sp001801405	75.15	0.023	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA12402;f__UBA12402;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	29.47	11	0.80323	N/A
M1_25.313.filtered	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	80.21	0.245	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	26.59	11	0.8292	N/A
M1_25.314.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	13.2	11	0.8904	N/A
M1_25.315.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.0%)
M1_25.316.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	18.73	11	0.73531	N/A
M1_25.317.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_25.318.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
M1_25.319.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_25.32.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.34	11	0.81963	N/A
M1_25.320.filtered	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_017792465.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__Filomicrobium sp017792465	77.51	0.111	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018819265.1, s__Filomicrobium sp018819265, 95.0, 78.02, 0.115; GCA_001516065.1, s__Filomicrobium sp001516065, 95.0, 77.79, 0.103; GCA_018830445.1, s__Filomicrobium sp018830445, 95.0, 77.26, 0.124; GCF_900104305.1, s__Filomicrobium insigne, 95.0, 76.73, 0.038	13.62	11	0.97627	N/A
M1_25.321.filtered	d__Bacteria;p__Dependentiae;c__Babeliae;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Dependentiae;c__Babeliae;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	23.17	11	0.51106	backbone tree has incongruent class classification
M1_25.322.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__	N/A	N/A	N/A	N/A	N/A	GCA_004376465.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__E44-bin32 sp004376465	87.38	0.562	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004376895.1, s__E44-bin32 sp004376895, 95.0, 87.49, 0.572	32.33	11	0.988	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.323.filtered	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__SOIY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004376785.1	95.0	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__SOIY01;s__SOIY01 sp004376785	79.5	0.023	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__SOIY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	24.11	11	0.87494	N/A
M1_25.324.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	72.02	11	0.90068	Genome has more than 16.7% of markers with multiple hits
M1_25.325.filtered	d__Bacteria;p__Spirochaetota;c__B62-G9;o__B62-G9;f__B62-G9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016934265.1	95.0	d__Bacteria;p__Spirochaetota;c__B62-G9;o__B62-G9;f__B62-G9;g__JAFGTF01;s__JAFGTF01 sp016934265	76.15	0.022	d__Bacteria;p__Spirochaetota;c__B62-G9;o__B62-G9;f__B62-G9;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	63.07	11	0.78473	N/A
M1_25.326.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.9%)
M1_25.327.filtered	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016935315.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__JAFGRD01;s__JAFGRD01 sp016935315	78.61	0.32	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	52.07	11	0.84202	N/A
M1_25.328.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.0%)
M1_25.329.filtered	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	14.4	11	0.74595	N/A
M1_25.33.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	N/A	N/A	N/A	N/A	N/A	GCA_011039385.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__B10-G9 sp011039385	77.24	0.165	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003648195.1, s__B10-G9 sp003648195, 95.0, 79.37, 0.01; GCA_018263575.1, s__B10-G9 sp018263575, 95.0, 77.23, 0.022; GCA_018335275.1, s__B10-G9 sp018335275, 95.0, 76.96, 0.042	56.49	11	0.96193	Genome has more than 19.2% of markers with multiple hits
M1_25.330.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_25.331.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
M1_25.332.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_015484715.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__S140-20;s__S140-20 sp015484715	76.18	0.049	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	33.44	11	0.70123	Genome has more than 20.8% of markers with multiple hits
M1_25.333.filtered	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIA01;s__SOIA01 sp004378665	GCA_004378665.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIA01;s__SOIA01 sp004378665	95.68	0.878	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
M1_25.334.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
M1_25.335.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.3%)
M1_25.336.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.1%)
M1_25.337.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.7%)
M1_25.338.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
M1_25.339.filtered	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__JAFGJU01;f__JAFGJU01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016928935.1	95.0	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__JAFGJU01;f__JAFGJU01;g__JAFGJU01;s__JAFGJU01 sp016928935	75.85	0.062	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__JAFGJU01;f__JAFGJU01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	51.99	11	0.75781	Genome has more than 10.0% of markers with multiple hits
M1_25.340.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.1%)
M1_25.341.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.33	11	0.81037	N/A
M1_25.342.filtered	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__JACNIV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014382915.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__JACNIV01;s__JACNIV01 sp014382915	91.54	0.696	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__JACNIV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.56	11	0.98932	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.343.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.0%)
M1_25.344.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
M1_25.345.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
M1_25.346.filtered	d__Bacteria;p__VGIX01;c__VGIX01;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__VGIX01;c__VGIX01;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	60.25	11	0.41209	N/A
M1_25.348.filtered	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002451155.1	95.0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__UBA6906;s__UBA6906 sp002451155	75.4	0.022	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	53.06	11	0.83767	N/A
M1_25.349.filtered	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	19.14	11	0.68835	N/A
M1_25.35.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__W589;s__	N/A	N/A	N/A	N/A	N/A	GCA_011171075.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__W589;s__W589 sp011171075	82.3	0.653	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__W589;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011170375.1, s__W589 sp011170375, 95.0, 79.95, 0.471	73.33	11	0.95311	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.350.filtered	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__JAFGRL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016935195.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__JAFGRL01;s__JAFGRL01 sp016935195	76.11	0.029	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__JAFGRL01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	56.39	11	0.90063	N/A
M1_25.351.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__	N/A	N/A	N/A	N/A	N/A	GCA_001795335.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__9FT-COMBO-55-16 sp001795335	74.61	0.019	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.28	11	0.92934	Genome domain questionable ( 15.0% Bacterial, 5.7% Archaeal)
M1_25.352.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
M1_25.353.filtered	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.74	11	0.84122	N/A
M1_25.354.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.6%)
M1_25.355.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.7%)
M1_25.356.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9339;f__UBA9339;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016936855.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9339;f__UBA9339;g__JAFGXA01;s__JAFGXA01 sp016936855	75.62	0.034	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9339;f__UBA9339;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	23.01	11	0.79721	N/A
M1_25.357.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__	N/A	N/A	N/A	N/A	N/A	GCA_005223035.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__B3-Chlor sp005223035	77.93	0.196	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	44.44	11	0.86836	Genome has more than 33.3% of markers with multiple hits
M1_25.358.filtered	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__JAHJAR01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018814045.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__JAHJAR01;s__JAHJAR01 sp018814045	77.49	0.278	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__JAHJAR01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	24.05	11	0.88415	Genome has more than 63.3% of markers with multiple hits
M1_25.359.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	67.18	11	0.8291	N/A
M1_25.36.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.9%)
M1_25.360.filtered	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	79.14	0.218	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.86	11	0.83945	N/A
M1_25.361.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.7%)
M1_25.362.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.7%)
M1_25.363.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.08	11	0.88218	N/A
